"국가별",1993,1993,1993,1993,1993,1994,1994,1994,1994,1994,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1999,1999,1999,1999,1999
"국가별",초단기 국채율,예금금리,대출금리,정부채,시장금리,초단기 국채율,예금금리,대출금리,정부채,시장금리,초단기 국채율,예금금리,대출금리,정부채,시장금리,초단기 국채율,예금금리,대출금리,정부채,시장금리,초단기 국채율,예금금리,대출금리,정부채,시장금리,초단기 국채율,예금금리,대출금리,정부채,시장금리,초단기 국채율,예금금리,대출금리,정부채,시장금리
"차드",-,7.75,-,-,-,-,8.08,-,-,-,-,5.50,-,-,-,-,5.46,-,-,-,-,5.00,-,-,-,-,5.00,-,-,-,-,5.00,-,-,-
"코모로",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.00,13.67,-,-
"콩고",-,7.75,-,-,-,-,8.08,-,-,-,-,5.50,-,-,-,-,5.46,-,-,-,-,5.00,-,-,-,-,5.00,-,-,-,-,5.00,-,-,-
"이집트",-,12.00,18.30,-,-,-,11.83,16.51,-,-,-,10.92,16.47,-,-,-,10.54,15.58,-,-,9.12,9.84,13.79,-,-,8.80,9.36,13.02,-,-,8.83,9.22,12.97,-,-
"적도기니",-,7.75,-,-,-,-,8.08,-,-,-,-,5.50,-,-,-,-,5.46,-,-,-,-,5.00,-,-,-,-,5.00,-,-,-,-,5.00,-,-,-
"에티오피아",12.00,11.50,14.00,13.00,-,12.00,11.50,14.33,13.00,-,12.00,11.46,15.08,13.00,-,7.22,9.42,13.92,13.00,-,3.97,7.00,10.50,12.82,-,3.48,6.00,10.50,-,-,3.65,6.00,10.58,-,-
"가봉",-,7.75,-,-,-,-,8.08,-,-,-,-,5.50,-,-,-,-,5.46,-,-,-,-,5.00,-,-,-,-,5.00,-,-,-,-,5.00,-,-,-
"감비아",17.42,13.00,26.08,-,-,15.50,12.58,25.00,-,-,15.63,12.50,25.04,-,-,16.00,12.50,25.50,-,-,16.00,12.50,25.50,-,-,15.71,12.50,25.38,-,-,13.63,12.50,24.00,-,-
"가나",30.95,23.63,-,-,-,27.72,23.15,-,-,-,35.38,28.73,-,-,-,41.64,34.50,-,-,-,42.77,35.76,-,-,-,34.33,32.05,-,-,-,26.37,23.56,-,-,-
"기니",-,19.75,24.50,-,17.00,-,18.00,22.00,-,17.00,-,17.50,21.50,-,18.00,-,17.00,21.00,-,18.00,-,15.67,20.50,-,15.00,9.00,6.38,19.56,-,-,9.63,5.67,19.88,-,-
"케냐",55.70,-,29.99,-,-,25.20,15.72,36.24,-,-,18.98,13.60,28.80,-,-,23.00,17.59,33.79,-,-,22.49,16.72,30.25,-,-,23.32,18.40,29.49,-,-,13.29,9.55,22.38,-,-
"레소토",10.01,8.06,15.83,-,-,9.44,8.43,14.25,-,-,12.40,13.34,16.38,-,-,13.89,12.73,17.71,-,-,14.83,11.81,18.03,-,-,15.47,10.73,20.06,-,-,12.45,7.45,19.06,-,-
"라이베리아",-,-,-,-,-,-,6.34,14.53,-,-,-,6.37,15.57,-,-,-,6.50,15.30,-,-,-,6.43,16.83,-,-,-,6.22,21.74,-,-,-,6.25,16.72,-,-
"리비아",5.50,5.50,7.00,-,4.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.50,-,-,-,4.00,5.50,3.21,7.00,-,4.00
"마다가스카르",-,20.00,25.65,-,14.17,-,19.50,28.28,-,15.28,-,17.63,34.75,-,24.55,-,19.44,35.50,-,23.75,-,14.41,30.33,-,11.50,-,8.25,27.00,-,10.14,-,11.08,27.25,-,15.31
"말라위",23.54,-,29.50,-,-,27.68,-,31.00,-,-,46.30,-,47.33,-,-,30.83,-,45.33,-,-,18.31,-,28.25,-,-,32.98,-,37.67,-,-,42.85,-,53.58,-,-
"모리타니",-,8.63,17.58,-,-,5.44,9.00,18.17,-,-,6.79,9.00,20.33,-,-,8.90,9.00,22.00,-,-,10.45,9.00,22.00,-,-,14.57,9.00,25.50,-,-,15.40,9.00,28.00,-,-
"모리셔스",-,8.40,16.58,-,7.73,-,11.04,18.92,-,10.23,-,12.23,20.81,-,10.35,-,10.77,20.81,-,9.96,-,9.08,18.92,-,9.43,-,9.28,19.92,-,8.99,-,10.92,21.63,-,10.01
"모로코",-,-,-,-,-,-,6.94,-,-,12.29,-,-,-,-,10.06,-,-,-,-,8.42,-,7.98,-,9.70,7.89,-,7.26,-,8.91,6.30,-,6.39,-,7.14,5.64
"모잠비크",-,-,-,-,-,-,33.38,-,-,-,-,38.84,-,-,-,-,18.14,-,-,-,-,25.43,29.97,-,-,9.42,8.22,24.35,-,8.83,-,7.86,19.63,-,9.92
"나미비아",12.16,9.61,18.02,-,-,11.35,9.18,17.05,-,-,13.91,10.84,18.51,-,-,15.25,12.56,19.16,-,-,15.69,12.70,20.18,-,-,17.24,12.94,20.72,-,-,13.28,10.82,18.48,-,-
"나이지리아",24.50,23.24,31.65,-,-,12.87,13.09,20.48,-,-,12.50,13.53,20.23,-,-,12.25,13.06,19.84,-,-,12.00,7.17,17.80,-,-,12.26,10.11,18.18,-,-,17.82,12.81,20.29,-,-
"르완다",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.01,18.26,-,13.53,-,8.38,16.72,-,8.92,-,8.84,15.72,-,8.10,11.75,8.45,16.32,-,8.50
"세이셸",13.25,9.37,15.71,14.68,-,12.50,8.85,15.72,14.40,-,12.28,9.22,15.76,14.15,-,11.55,9.90,16.22,13.25,-,10.50,9.20,14.88,12.40,-,8.13,7.53,14.30,10.77,-,5.00,5.13,11.17,8.86,-
"시에라리온",28.64,27.00,50.46,-,-,12.19,11.63,27.33,-,-,14.73,7.03,28.83,-,-,29.25,13.96,32.12,-,-,12.71,9.91,23.87,-,-,22.10,7.12,23.83,-,-,32.42,9.50,26.83,-,-
"남아프리카공화국",11.31,-,16.16,13.97,11.31,10.93,-,15.58,14.83,10.70,13.53,-,17.90,16.11,13.65,15.04,-,19.52,15.48,16.23,15.26,-,20.00,14.70,16.28,16.53,-,21.79,15.12,17.87,12.85,-,18.00,14.90,13.64
"에스와티니",9.68,7.89,14.35,-,9.73,8.35,7.54,14.25,-,7.01,10.87,9.44,17.05,-,8.52,13.68,11.08,18.67,-,9.77,14.37,12.00,19.50,-,10.35,13.09,11.92,19.50,-,10.63,11.19,9.86,17.42,-,8.86
"탄자니아",34.00,17.78,27.36,-,-,35.09,21.88,34.42,-,-,40.33,24.63,37.81,-,-,15.30,13.59,33.97,-,-,9.59,7.83,26.27,-,-,11.83,7.75,22.89,-,-,10.05,7.75,21.89,-,-
"우간다",21.30,16.26,-,-,-,12.52,9.99,20.76,-,-,8.75,7.61,20.16,-,-,11.71,10.62,20.29,-,-,10.59,11.84,21.37,-,-,7.77,11.36,20.86,-,-,7.43,8.73,21.55,-,-
"잠비아",124.03,88.13,113.31,-,-,74.21,46.14,70.56,-,-,39.81,30.24,45.53,-,-,52.78,42.13,53.78,-,-,29.48,34.48,46.69,-,-,24.94,13.08,31.80,-,-,36.19,20.27,40.52,-,-
"짐바브웨",-,29.45,-,-,-,-,26.75,-,-,-,-,25.92,-,-,-,-,21.58,-,-,-,-,18.60,-,-,-,-,29.06,-,-,-,-,38.51,-,-,-
"오세아니아",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"오스트레일리아",-,5.76,9.42,7.28,5.15,-,5.75,9.09,9.04,5.20,7.64,7.15,10.50,9.21,7.50,7.02,6.68,9.73,8.21,7.20,5.29,5.05,7.17,6.95,5.50,4.84,4.34,6.68,5.49,4.97,4.76,4.06,6.57,6.01,4.78
"피지",2.79,7.63,11.89,-,-,2.67,7.15,11.44,-,-,3.10,6.77,11.24,-,-,2.96,6.21,11.14,-,-,2.59,5.56,11.03,-,-,1.99,4.53,9.64,-,-,2.00,3.36,8.77,-,-
"미크로네시아",-,-,-,-,-,-,-,-,-,-,-,5.33,15.00,-,-,-,4.58,15.00,-,-,-,4.21,15.00,-,-,-,3.98,15.00,-,-,-,3.72,15.17,-,-
"뉴질랜드",6.21,6.24,-,6.69,6.25,6.69,6.38,-,7.48,6.13,8.82,8.49,-,7.94,8.91,9.09,8.49,-,8.04,9.38,7.53,7.26,-,7.21,7.38,7.10,6.78,8.99,6.47,6.86,4.58,4.56,7.05,6.13,4.33
"파푸아뉴기니",-,3.32,11.29,-,-,7.82,3.35,9.16,-,-,17.40,7.30,13.14,-,-,14.44,7.13,13.30,-,-,9.94,4.13,10.45,-,-,21.18,8.36,17.70,-,-,22.70,8.13,18.90,-,-
"솔로몬제도",-,-,15.79,13.00,-,-,-,14.50,13.00,-,-,-,14.50,13.00,-,-,-,15.44,11.50,-,-,-,14.67,11.75,-,-,-,14.00,12.50,-,-,-,14.04,8.34,-
"바누아투",-,5.00,16.00,8.00,6.00,-,5.06,16.00,8.00,6.00,-,3.00,10.50,8.00,6.00,-,4.50,10.50,8.00,6.00,-,3.73,10.50,8.00,6.00,-,3.29,10.96,8.00,8.65,-,1.60,10.29,8.50,6.99
